Etr,Erot1_in,Erot2_in,Etr_out,Erot1_out,Erot2_out
4.0881698619734695e-21,1.7718443024405172e-21,8.270743368371726e-22,5.805114511608256e-21,2.247668901115922e-22,6.570025725710539e-22
7.877441525553277e-21,1.9348943113137575e-21,1.3422471769752582e-20,1.8351222708345656e-20,1.1408123620039945e-21,3.741739260145867e-21
9.587709575318102e-21,3.510965804114607e-22,9.586649536157587e-22,4.144260021232921e-21,3.471086779740368e-21,3.281197330479207e-21
8.752857041483119e-21,8.093799432938239e-21,4.554613316263514e-22,1.056276293688837e-20,3.9072171241956714e-21,2.832722760091522e-21
2.9174873222163568e-21,2.4231304804186395e-21,5.059292433542662e-22,1.7677067883545598e-21,8.331103763851239e-22,3.2463867308283595e-21
7.577867095328413e-21,3.0005151026491543e-21,9.935977195496485e-22,9.332921835508619e-21,1.4784283280723135e-22,2.0900843017740257e-21
7.896962885507711e-22,3.146716058901048e-21,4.988365564648068e-21,4.427982389378321e-21,2.052425226733249e-21,2.4437319114135638e-21
6.609925472078537e-22,1.9010072556731106e-21,7.98587242863905e-22,1.8908985990124788e-21,1.4378810633663575e-21,3.212486561556413e-23
2.452490266572502e-21,1.34499820803662e-21,2.8094039008792433e-21,4.402596774775782e-21,9.668330462009525e-22,1.2383797884738922e-21
2.805665374807881e-20,1.4271109095996216e-21,9.639947853477045e-22,1.9953623987837834e-20,2.2860480718095447e-21,8.20723432513055e-21
6.351594129612164e-21,6.24848849740322e-22,5.144125597417118e-21,5.089185959139857e-21,4.616558523854058e-21,2.4149002364314697e-21
5.197741954357467e-21,2.1110643347266073e-21,1.2307387308943472e-20,1.0195291945335098e-20,4.8063132588487744e-21,4.615117050316859e-21
8.860351562039064e-21,2.744059222449117e-21,6.184463025926282e-21,1.467872171957476e-20,5.243430489731425e-22,2.5858114773744887e-21
9.511351697305249e-21,6.830553280910667e-22,3.2458684144626587e-21,8.63753499916934e-21,3.929811930529135e-21,8.721016102716523e-22
6.105120178222602e-21,6.872176808186225e-22,1.0398108707298446e-20,9.411119512457562e-21,4.11256703739859e-21,3.667486177412099e-21
8.2442872441856e-21,3.9649826445248155e-21,1.1243921864832798e-20,1.174952915616257e-20,7.931198212531787e-21,3.7718462788142e-21
1.701686304232929e-20,3.8193133059095715e-21,3.2722340863154703e-21,1.0101684718475925e-20,3.2651474927556024e-21,1.0740415009273677e-20
6.584724197227795e-21,6.85314908633319e-21,1.3481624876045282e-21,1.455383733270737e-20,5.698200642765261e-23,1.7485652291405798e-22
2.2138978082931115e-21,4.449545072277735e-22,6.134802140250007e-21,1.9923015918495024e-21,4.5004384970566125e-21,2.301079819930719e-21
4.345218288656597e-21,2.0339047067812343e-21,6.801216210058875e-21,8.161145332006605e-21,3.1162529082528947e-21,1.903750346519131e-21
3.832140433937432e-21,3.402126549447679e-21,6.790226087613391e-21,4.8354884401042e-21,2.94472508424172e-22,8.893379278689909e-21
3.417501787086558e-21,4.961991102170728e-21,6.227710708137048e-21,5.608891591136109e-21,5.989339567521961e-21,3.0081291275416872e-21
2.1026191372654308e-21,2.2840320865280824e-22,1.747971231613624e-21,3.075194708299033e-21,1.6843780979748701e-22,8.341081015340376e-22
1.1710186174336151e-20,1.1948895107241792e-20,4.6173968567968085e-21,1.847496319461583e-20,5.706554728913607e-21,4.093923950731045e-21
6.1034611327626014e-21,1.3098131267364057e-21,9.493899633227344e-21,7.514685701088367e-21,7.601053604139857e-21,1.7919595389506824e-21
2.1658497199904966e-21,6.65568368499954e-22,1.0509343922999172e-20,2.815482207502013e-21,2.8414337906926103e-21,7.68502679848028e-21
7.543379631079404e-21,2.820885921787471e-22,1.932399326890836e-21,4.957330468536342e-21,4.551306812743621e-22,4.345244893181904e-21
2.6157180754269123e-20,2.4942773500108873e-20,2.3135239275466093e-20,2.822886848063087e-20,4.017822634959246e-20,5.8273473640911524e-21
4.7309574404288336e-21,2.7678431164425506e-21,2.4065622727503742e-21,5.28645514721978e-21,5.323683322128288e-22,4.087323420593863e-21
2.0682308080261235e-20,2.3365893480244425e-21,2.722511240345928e-21,1.7468595602151556e-20,8.053545729344006e-21,2.17945470650645e-22
5.260027878917378e-21,7.53890247786472e-22,4.526027647120542e-22,1.9262299228303016e-21,4.336573072636064e-21,2.0340197790237925e-22
1.9622534317299596e-21,5.642296115345842e-21,7.58598523187621e-21,4.832748410789852e-21,8.44999673913228e-21,1.90709677156581e-21
7.597254995231564e-22,3.718195708480294e-21,8.514822092737094e-21,2.846082236744805e-21,4.8929064093023515e-21,5.2530191911612386e-21
3.528268882664154e-21,6.426150689960701e-22,6.886456275845374e-22,2.8571545914769035e-21,1.9850260660283434e-21,1.746157945491836e-23
5.234194143198211e-21,9.21356112404274e-21,2.8187376898476627e-22,6.670991307477533e-21,1.7270582036881266e-21,6.331529873088991e-21
3.533490298812463e-21,5.1539860874742534e-21,1.541486255477702e-21,2.7116874050127514e-21,7.33031563029699e-21,1.8632427788419326e-22
2.1992978258763725e-21,6.2012767470444816e-21,7.071191360733375e-22,3.7722473679064525e-21,1.789351294196069e-21,3.546304910352576e-21
6.08877244284818e-21,6.2369135522255876e-21,7.577337309139126e-22,7.827475913501956e-21,3.167673581120179e-21,2.08862393995751e-21
2.7956018318899296e-21,2.9571226841737056e-21,7.685484331910327e-22,2.4731585386145844e-21,8.313213541044479e-23,3.964518472471143e-21
7.470607853314904e-21,2.732980956478613e-21,9.605814623747116e-22,6.039829788630963e-21,1.6962910929741957e-21,3.427235277113511e-21
2.5863040061623822e-20,2.350207209123908e-21,1.7721805791543977e-21,1.8676749459942952e-20,2.7779637657552196e-21,8.530479283600234e-21
2.889654014428747e-21,3.0760346773075003e-21,1.464962387336986e-21,1.621994500458812e-21,5.521198569826682e-21,2.882168509120184e-22
1.432276135948604e-21,3.102652553929943e-21,9.154034349456557e-21,7.114318357486191e-21,1.2241378223300464e-21,5.350901386930192e-21
6.133139183377616e-21,3.342451610356554e-21,6.751677589243949e-22,9.270617022429648e-21,6.30327378592664e-22,2.4944297355238976e-22
4.9191930093828556e-21,1.45477754469662e-20,6.725983017579142e-22,9.854172697896013e-21,9.806530450539888e-21,4.804025713152492e-22
2.1408993620695256e-21,6.984192475355724e-22,2.7110335893194633e-22,2.015026232193137e-21,3.2987433032295785e-24,1.0920621908993403e-21
1.8476239135671542e-21,8.661273647002077e-22,5.782230770389457e-21,4.616415910615728e-21,2.1066871461896246e-22,3.668672125507329e-21
3.4785588738772365e-21,2.171940349424173e-21,4.445532330171199e-22,2.2665005059585416e-21,1.7323982226145046e-21,2.097056175801384e-21
1.4167437514025845e-21,5.615852173951049e-21,1.0357835872904036e-20,8.033132287087535e-21,1.5149871680837984e-21,7.842071193531957e-21
1.9186933228226446e-21,6.989653435395702e-22,9.086800187253039e-22,1.1825270853282194e-21,5.153074232975108e-22,1.8288538645562698e-21
4.1501819838551544e-21,1.8959302558436487e-22,4.274805427572189e-21,5.8327115398541536e-21,2.3776143693105724e-21,4.0406048158301984e-22
1.532412571280848e-21,4.967291470055666e-22,3.856165982794072e-21,4.619519217186542e-21,7.78613852429617e-22,4.872749545582143e-22
6.071069859843595e-21,2.380111141332855e-22,5.971668408092048e-22,2.6895741569796313e-21,9.341099397538863e-22,3.2813068694507417e-21
2.0622222303415608e-20,2.2579867725986784e-22,1.0150027663459629e-21,1.3805640021299995e-20,5.68622841785147e-21,2.3715999895474847e-21
4.9278229423810026e-21,1.1693984306041554e-22,1.627577759992748e-21,3.2528464589659603e-21,1.554915371507515e-21,1.8644448344414166e-21
7.499467401029263e-22,1.2286354296506886e-21,4.5610310905208183e-23,6.935354387185836e-22,4.936548532111453e-22,8.369828736617449e-22
2.10481916145658e-20,9.018400174052964e-21,1.5465539662397674e-21,1.2120245656916405e-20,1.1047852885505386e-20,8.44580330387898e-21
4.076409220910736e-21,1.997122290753899e-21,3.3412557645341903e-21,2.6001726764588235e-21,1.1080515367388787e-21,5.706451583369638e-21
9.699296708562791e-21,3.2465036328822402e-21,3.622283752458244e-21,5.863270388535284e-21,2.765788683013019e-21,7.939858606201937e-21
2.913513700281751e-21,1.0553590175256512e-20,3.590240174164726e-21,4.446473738396963e-21,4.182422081822256e-21,8.427823044001481e-21
1.4084485910689646e-20,2.4629659944106364e-22,3.415238213295926e-21,1.0079389188973434e-20,6.829710293690387e-22,6.983933939131023e-21
6.4494161746067565e-21,3.1655980774292734e-21,3.9500561015253953e-22,3.371778285496703e-21,6.536495319610571e-21,1.0258789194137278e-22
4.1647482481399325e-21,5.92723306206684e-21,1.1463147232798882e-21,5.982858311611171e-22,3.791425377899841e-21,6.849473802094613e-21
1.9039654993935933e-21,3.7609822536067155e-23,2.520017613139223e-22,1.5211652487787138e-21,5.076831776524807e-22,1.6486504728569914e-22
7.464432581306149e-22,2.6168850183544644e-21,1.762719586101584e-21,3.8426557796142696e-21,7.272214068327156e-22,5.555331156956486e-22
1.6115409821435753e-21,8.610713671916502e-22,1.866186166842993e-21,1.5628062419591799e-21,1.9639973102610526e-21,8.121459587218793e-22
4.672819965536647e-21,4.96218161312596e-22,6.826476298533848e-23,3.565536107152724e-21,1.6359395044510157e-21,3.611156830884327e-23
4.361568202249809e-21,2.319619644958568e-21,5.2628171710995225e-21,5.8725178397245196e-21,5.234820144175878e-21,8.372848349827329e-22
5.030287855073532e-21,3.033713114754915e-21,2.186864579313854e-21,3.389386107399431e-21,5.33377129038437e-21,1.527145093564313e-21
8.237265503819613e-21,1.484258420456002e-20,3.0787416555747717e-21,9.214085593722392e-21,7.350158427179253e-21,9.595103706784155e-21
1.7660709315473674e-21,5.4019668986396524e-21,1.4099935654178273e-21,6.6034040109415604e-21,1.3953013918384049e-21,5.790138949416039e-22
2.1421958767271043e-21,8.206859907045133e-22,9.883510670317944e-23,2.6681835236574794e-21,1.8970235389133634e-22,2.0362290806023908e-22
1.763754390140785e-21,2.0056075136095295e-24,1.1448269807638116e-21,2.6422800891178025e-21,1.8065378775293865e-23,2.494036407076889e-22
1.2558139327094939e-21,3.7291662961076284e-21,1.3300412945802159e-21,1.4774274972333439e-21,1.972263838002707e-21,2.866437002419625e-21
1.94120804197216e-21,1.815327697927001e-21,1.6890299856235185e-21,1.4290881603102651e-21,3.5666353462937916e-21,4.507989473499701e-22
1.790348822407464e-20,9.348124139078167e-21,8.647187348900439e-21,3.080689260969439e-20,1.4033965224227269e-21,3.688050667740431e-21
4.515091124291418e-21,6.6968474288953914e-21,5.654026358329333e-21,5.9139035099356076e-21,9.18704985819266e-22,1.0034341917291692e-20
1.3313219049746303e-20,1.4940954495592587e-21,2.0098737424693765e-21,5.9353896960536356e-21,2.4255948104739433e-21,8.454861619306669e-21
3.0313159819899824e-21,2.0781037104900472e-21,2.976137436052043e-21,4.787888729954484e-21,2.0223012943741255e-22,3.0944841127343882e-21
1.5492482829731713e-21,1.115368200868221e-21,2.887649285330534e-21,2.506781153247622e-21,2.14177749448989e-21,9.033216109415996e-22
7.064562859013043e-22,2.117068857576031e-21,4.0945750474583086e-22,2.088106248842859e-21,6.240550902656391e-22,5.218968132181362e-22
4.160421246670391e-21,1.2849890389413317e-21,8.796360125107292e-22,4.8203125389191026e-21,9.154226773732617e-24,1.4957956244108096e-21
7.311934342603263e-21,9.046039093652732e-22,4.05270354536911e-21,8.244441617791537e-21,2.5836134000892543e-21,1.4407674819457854e-21
4.281539452218158e-21,2.6979280170341834e-21,2.7336880567783918e-21,6.791545445247304e-21,2.2089961351946164e-21,7.119667793859318e-22
2.759704841487392e-21,5.623072323495386e-22,2.6289912746997444e-21,2.0221817707132443e-21,3.835041210184601e-21,9.455234599300736e-23
9.28779794424147e-21,2.0614314474040213e-21,4.0803278247748712e-22,5.414769452492089e-21,2.1333475003278784e-21,4.20846314895274e-21
1.0643640207780324e-21,4.367132013221353e-22,1.4569715419749954e-21,5.3441420900570555e-22,2.1559644891084466e-21,2.667243932643197e-22
1.7136282144488264e-21,1.4445466592062882e-22,6.560103844676224e-21,4.412183893976133e-21,3.773055912431373e-22,3.628545199809363e-21
9.350933044719559e-21,2.5408435874010517e-22,4.680822454471985e-21,3.647534517302876e-21,5.6462876492406475e-21,4.991542166593114e-21
5.2335268384879606e-21,7.672028624073498e-21,1.5058880034987561e-21,5.450873094250955e-21,3.9228416760316505e-21,5.0376254465551516e-21
9.57716396841791e-21,6.442864123858122e-21,2.77633215577735e-21,1.0858151027936325e-20,2.6385994456361814e-21,5.299539181149743e-21
3.8146567040128375e-21,7.480577972728482e-22,5.055433352950022e-21,5.668940548864654e-21,1.5963810029535108e-21,2.3526381442895144e-21
8.206977931337653e-21,7.717261925738426e-22,5.7249960572550864e-21,8.118682237770279e-21,4.8312383973652476e-21,1.7547842226699593e-21
2.9268480471758425e-21,9.501051162667258e-21,6.666699287860729e-22,5.8381764103268045e-21,5.984551478966887e-21,1.271154491483142e-21
6.993543535240609e-21,2.8992785908836953e-22,2.4350319260283574e-21,4.881022567918241e-21,3.7665091530429607e-22,4.460950645268526e-21
1.2815419887018786e-20,5.2577473719713544e-21,5.1988808626759105e-21,6.481443946622692e-21,4.209237104887574e-21,1.258119546377963e-20
1.6115300850309865e-20,9.417916917505259e-21,2.0262333476076264e-22,1.6550241370545486e-20,2.768029228681684e-21,6.417143677644033e-21
5.842016793681828e-22,2.1251626781265012e-21,9.56098993883353e-23,1.4281209466855215e-21,9.657715430795359e-22,4.112060795448604e-22
3.0684559101829158e-21,5.087404891957626e-21,3.962839513354412e-21,3.19996368747501e-21,7.842975643775792e-21,1.0754892921687546e-21
3.3932931476248786e-21,8.232168361600774e-21,9.354886779771138e-21,3.614250820379384e-21,1.271991508149351e-20,4.6459867560160304e-21
9.020849760428332e-21,4.4541758774078616e-21,6.813246844478493e-22,4.867440880675286e-21,4.588512994955619e-21,4.7008743401437525e-21
5.506740641918336e-21,1.3382167246031669e-21,1.9793149957926787e-21,8.658864457800177e-21,2.4583385588867228e-23,1.4086820279930031e-22
1.0013103829398956e-21,7.042422075739294e-22,5.0555692724560655e-22,1.7500861212107492e-21,4.584230662716441e-22,2.027446054399538e-24
2.0323745487952806e-21,4.7763646009935584e-21,5.069729081815834e-21,5.997170039887084e-21,8.207778232191343e-22,5.061304888483408e-21
1.77894435481061e-21,2.478161596941336e-22,2.870106176377948e-21,1.6970374215347687e-21,2.0131491328403246e-21,1.1869736869919048e-21
1.8228307912871326e-21,1.6559265046561495e-21,7.529206913020808e-21,2.288851601617329e-21,3.58337067806954e-21,5.1355962824210514e-21
1.9898729647196064e-21,1.7107403102534417e-21,1.3552885672868088e-21,4.276980100227599e-21,5.929137148905998e-22,1.8553629686086109e-22
2.1415421736441167e-21,8.002927667989794e-21,7.052643444249246e-23,3.985591632493786e-21,4.229069337033748e-21,2.0003659752706604e-21
2.921224530490775e-21,1.0254678223091408e-21,1.566900556292945e-21,2.5015967137210438e-21,2.275035949749248e-21,7.367208699474534e-22
1.5416153582380306e-21,2.468515669047844e-22,1.4018787186084545e-21,1.9650463604521747e-21,5.723995209841549e-22,6.512780023244987e-22
6.955473794384605e-21,2.7470017993991795e-23,3.026925461148284e-21,8.108619227596802e-21,1.025855286669741e-21,8.752245846993341e-22
5.356922400462111e-21,1.0642399452091157e-21,1.0756297767676941e-21,3.835757975294481e-21,5.753325645561864e-23,3.602868290289514e-21
1.1268325430067727e-21,1.8821075571583448e-22,7.268942141074838e-21,4.048505961491787e-21,6.6984666203373455e-22,3.866285595882884e-21
6.818189143369967e-21,1.1458561687264485e-21,1.0212791401164835e-22,5.339500701562571e-21,2.4513344612391476e-22,2.4823655243250985e-21
8.194668384637169e-21,1.2348525087970252e-20,1.1552042522939153e-20,1.2541686664758334e-20,4.667638664908188e-21,1.488549256519735e-20
4.992989697073566e-21,3.2648966732891683e-21,5.428121842376634e-23,4.6959215632997766e-21,1.6515260138470543e-21,1.9656598221867208e-21
7.159907059701483e-21,1.5806594190166092e-21,8.781383257912619e-22,5.012714393792865e-21,4.401439405104189e-21,2.0476637403464802e-22
1.9920542286916094e-20,3.461236920043071e-21,2.3400814790283742e-21,1.53050058354317e-20,9.499478307857397e-21,9.175407665320414e-22
3.893239394326092e-21,7.152189557790519e-22,1.5647231002351822e-21,3.620631259704654e-21,1.952700275418195e-21,5.9956436894926125e-22
1.6162888324826765e-21,1.3109854477126444e-21,4.2053937007417596e-22,2.0454831823656124e-21,2.95363924552605e-22,1.0058976718646318e-21
4.3120944188135555e-21,2.4665202630857008e-21,3.294414925088202e-22,4.0864785380677354e-21,2.0716970675559128e-22,2.8136193792747346e-21
2.0482296567498027e-20,4.605022900917221e-22,9.001218025676375e-21,2.7747974966003136e-20,2.1093917720801e-21,8.686548865855605e-23
1.1949612087261596e-20,9.153642521340294e-22,6.536693325198543e-23,5.34723705710144e-21,3.993011803509437e-21,3.5885326407503844e-21
5.360151440733453e-21,2.2626981864506945e-21,8.071910343583537e-21,2.916237015670368e-21,6.213297930304608e-22,1.2156709962768257e-20
4.107850500172644e-21,1.4441764058143594e-21,7.081777355523719e-21,8.307111963862776e-21,1.7327519947981106e-21,2.5935735261998924e-21
5.8632617967000934e-21,2.300910107461201e-21,4.421442624020111e-22,4.502548346914891e-21,1.3294588138616753e-21,2.7744147890466276e-21
4.400396522756218e-21,1.0685116816827424e-21,1.8212720520628996e-21,2.8916060413034936e-21,3.577818213728656e-21,8.206612428870832e-22
8.34804094248423e-21,5.643937079248824e-21,1.5229088779825354e-21,1.2818917230499347e-20,1.0967854004323299e-21,1.5990774055473418e-21
2.3808041328662823e-21,2.821856915322269e-21,1.1983291847775668e-21,1.729811612278352e-21,2.0061701592398294e-21,2.665895410349896e-21
3.3948689884557295e-21,1.75641357037676e-21,7.359101740413853e-22,4.996035868168063e-21,4.064550427105011e-22,4.824791728424664e-22
4.895218061390926e-21,6.94678214014493e-21,1.1834965239867962e-21,5.702186869568007e-21,3.7909398060553405e-21,3.531358804499474e-21
5.108246787529534e-21,1.5112816018592264e-21,3.405153197333615e-22,2.452746355888352e-21,2.227013633668672e-21,2.2793297366409142e-21
3.17416025167745e-21,3.6429972955628064e-21,2.0875731114830983e-21,5.110309328547281e-21,7.742815520330103e-22,3.0201464935955013e-21
2.294319183675999e-20,3.341280475827592e-22,9.30376929140765e-21,1.1212871455553337e-20,1.1941759301252006e-20,9.425729013814276e-21
2.4112057929963887e-21,3.718477151467766e-21,2.291104872918644e-22,2.9981497944020304e-21,2.381555386586022e-21,9.796098252006468e-22
8.036212674797687e-21,3.2954723652072954e-20,1.2795923744076879e-20,2.5294104070692168e-20,1.7413362332689904e-20,1.1078640730692934e-20
1.2861352345492305e-20,2.3249448446547745e-21,1.3352772882313178e-21,5.263114249291067e-21,5.173752307215594e-21,6.085971609757787e-21
5.020153595026164e-22,2.4175591285222954e-21,4.980262248241691e-22,7.206515797541921e-22,4.883499672258414e-22,2.207709329216999e-21
1.163377492996999e-20,1.9862581371562735e-21,2.242687636452759e-20,7.121685355356031e-21,1.2982929988283623e-20,1.5941475147258874e-20
4.5978683041945134e-21,4.594332659443045e-21,2.1991225281538208e-20,1.3788646224001908e-20,5.475751682101793e-21,1.1919370172324393e-20
1.7919705983379372e-20,1.773575555732962e-20,1.0500846669417585e-20,2.0691708531134764e-20,5.279818043482846e-21,2.0183765092768452e-20
2.010273633915038e-21,3.2757582003043488e-21,5.801556942741761e-21,6.6209376192685146e-21,4.951964527610466e-22,3.970875936411865e-21
3.7035126907475256e-22,6.640277758826111e-21,2.7675407491610183e-21,6.0995411748806444e-21,2.5179594190252965e-21,1.1607163858027955e-21
1.771291422183019e-20,4.770247772695503e-21,6.34489665746398e-21,1.5494258040626936e-20,1.0232599349521557e-21,1.2309674274418737e-20
9.060755414030085e-21,2.8864924882231853e-21,1.6345828107544805e-21,9.936685846828284e-21,1.546972922550494e-22,3.490801398854592e-21
6.256423919236744e-21,4.856982944845961e-21,5.023481209055782e-21,1.2237769573253203e-20,9.410168863217215e-23,3.8050581844759495e-21
3.2762271248525854e-21,1.996106722157596e-21,1.0116856928436349e-20,3.734383860352082e-21,4.800824741028428e-21,6.853243081528232e-21
1.906835358961387e-21,1.430801987783495e-21,1.7277719096194347e-21,2.4826758521182826e-21,1.91419848183204e-21,6.687494180234382e-22
1.758145641967965e-20,2.0682625825273202e-21,8.889342093347568e-21,2.3991354930956964e-20,4.479807925627261e-21,6.803550761683186e-23
1.6445909336669086e-21,9.34647521195574e-22,3.1297522015933597e-21,2.8745904302591734e-21,1.4827962992005724e-21,1.3514310096689771e-21
4.788203489196936e-21,1.662309906117257e-21,9.000683951899138e-21,9.702056319318592e-21,9.637273397829652e-22,4.787405856092159e-21
2.1362870176911907e-21,2.3068507658566146e-21,3.3245935279571254e-21,5.151518903898476e-21,3.226372318146877e-22,2.2934021345903464e-21
4.634728245905855e-21,3.077343574731478e-21,3.722455435175849e-21,5.649564305831597e-21,5.2767546850527035e-21,5.066685686908615e-22
7.163148233426844e-21,1.157049417013398e-22,1.2230966969649573e-21,5.274703856362418e-21,1.8182068829787094e-21,1.4089111827414418e-21
2.859278435616862e-21,1.249765981293619e-21,3.8930940120041563e-22,4.1171375635582896e-21,5.315058270870977e-23,3.262221437800994e-22
3.386895612318185e-21,2.8224124881370856e-21,3.486813993898017e-22,4.1588227053511674e-21,7.821962902107897e-22,1.6175857353041765e-21
2.1624032623767207e-20,6.189998762298784e-21,7.973733799882976e-22,1.708062821475395e-20,3.4996133952087165e-21,8.029247906938007e-21
2.4511226192186852e-21,3.93951414637163e-21,8.140129020219779e-22,2.00447532251117e-21,2.5316069943242483e-21,2.6687847592756177e-21
1.5372422452332511e-21,2.261370710345006e-21,4.809009360504275e-21,4.6497669030887475e-21,3.822858731776595e-21,1.3578455991231212e-22
4.290973965669783e-21,1.8330033534370875e-20,1.0964073465752545e-20,8.04040110688833e-21,1.072629990281381e-20,1.4818020537159466e-20
5.236066859858496e-21,2.440415800137397e-21,4.811385672519525e-21,6.461327261562547e-21,3.864893109104412e-21,2.162002744218602e-21
1.2422108500316545e-21,3.572021329378578e-21,8.353314791284341e-22,3.4386530355448515e-21,1.185772570097451e-21,1.0258731892540027e-21
6.986573760300984e-21,7.104798615634894e-22,3.7296852576935195e-22,5.5579020013777806e-21,5.116052300312404e-22,2.0010159076737263e-21
7.164970310620779e-21,9.69633360155929e-21,4.426014978172393e-21,1.1942561068275472e-20,4.699131088548451e-21,4.647349789059014e-21
1.3676972115562922e-20,4.165907634853338e-21,6.52263943054917e-21,8.850104358309803e-21,3.35148008737554e-21,1.216351842519788e-20
1.1056367743496651e-20,9.161446960937896e-22,2.7980169694412583e-21,8.091832893525505e-21,8.077498581978577e-23,6.596335453474916e-21
3.477200291265185e-21,2.021495360069039e-21,1.3551426204766367e-22,2.1916048078762817e-21,3.121506687536769e-22,3.1298876864999755e-21
8.219613211620179e-21,1.7442958636641515e-21,5.670256403365568e-21,1.0288370108932597e-20,5.154449410034485e-21,1.906403546617697e-22
5.9625044185849694e-21,1.2447296089724773e-21,8.11545291776551e-23,5.117941111619483e-21,9.185867362093155e-23,2.0790419658932672e-21
1.2925331300533295e-21,3.494525520035288e-21,6.099801653654225e-21,1.887171089445449e-21,8.485093243301816e-21,5.147313337055869e-22
3.178854212630185e-21,6.093481490822262e-21,1.4555354508261893e-24,3.938702650533978e-21,4.2070026314078044e-21,1.1278962282236033e-21
2.353187625055718e-21,1.5086571299591069e-21,1.0914962576688422e-21,2.463270002593764e-21,1.5912008232974777e-22,2.3311571411128282e-21
3.0690469008213334e-21,1.689409749695317e-21,7.627368181612542e-22,2.8251084474961032e-21,5.903504874491851e-22,2.1051178493622522e-21
2.601751642673317e-21,2.42829371676587e-21,7.412426421140789e-21,6.517221201920262e-21,2.034149108454825e-21,3.8920933760018635e-21
9.18372711829782e-21,1.0730635947180593e-21,5.1001984588512246e-21,6.503009687890254e-21,4.853595963016199e-21,4.000083031712901e-21
4.879154377083953e-21,2.1294039251248167e-22,1.1084691495475325e-21,2.8618333257279622e-21,4.154062762959849e-22,2.9230332084955706e-21
3.2216200423317102e-21,7.570597012104255e-22,7.229874431219709e-21,6.937716270115304e-21,8.362003983373072e-22,3.4339579392244586e-21
1.811175549675282e-21,6.115057474479666e-21,2.827075682284625e-21,1.844623146681995e-21,8.550358896978597e-21,3.5839065651240195e-22
6.811895560905038e-22,3.0088817974309614e-21,6.13419635233679e-22,1.9140043627322024e-21,5.340586634609308e-22,1.856566917993596e-21
4.857154252101701e-21,9.035659195290156e-21,7.21102334909244e-21,1.2403827776622898e-20,2.9514763924009145e-21,5.7482589285484725e-21
1.086615447280663e-21,8.834462863127175e-22,2.6426347161815104e-21,1.504218338042936e-21,2.263038373262726e-21,8.442323205391774e-22
5.9719370418297275e-21,3.51229395237725e-21,9.665042106034229e-21,4.189487457130776e-21,1.0650582668397036e-20,4.308384544267853e-21
1.7701776020424908e-20,2.444445450502454e-21,2.4919622767121887e-21,1.1564285376864208e-20,9.714367660135855e-21,1.3589947739339203e-21
1.7463507356633947e-21,3.448914982502158e-22,1.3294062611794804e-23,1.1783178075033421e-21,4.563493097354184e-22,4.686084978771953e-22
5.570903140095847e-21,1.8385087410444694e-21,2.0325309550230763e-22,6.420033811313247e-21,5.749619121796892e-23,1.1352887033757878e-21
4.2476997573278135e-21,8.914536975043584e-22,3.9860341379731707e-22,3.4641563519492e-21,7.190895608737235e-23,2.0026214194336207e-21
4.095229865016941e-21,4.426771519909291e-21,6.5709703662427235e-21,8.321076017554699e-21,3.685909005087443e-21,3.0847605142178303e-21
1.7686831398237183e-20,2.9554079669012935e-22,1.887970098281572e-21,7.655836692131887e-21,5.771641750725484e-21,6.442231553265477e-21
2.229209071508959e-21,3.2907315927636207e-21,2.30292190908682e-21,3.1930801347890342e-21,4.395741134171218e-21,2.342691095516007e-22
1.8329668399677797e-21,2.0949663365448594e-21,5.056444954623264e-21,2.9169157005609892e-21,3.886178231896437e-21,2.1815881011926166e-21
7.508147424291328e-21,5.189343621559182e-21,2.2040867199603544e-21,1.2566112357233058e-20,1.5955408291708438e-21,7.396058308689399e-22
2.5331166409135474e-21,1.3722116589902126e-21,5.849516887912535e-21,3.427010870116612e-21,2.813783293055007e-21,3.514563118106352e-21
7.291177501087956e-22,7.488415592295762e-23,4.772361232136979e-21,1.6285298996193505e-21,2.5877362423423288e-21,1.3605587159650626e-21
1.171412359822379e-21,6.780681685750945e-22,1.4974568066982221e-21,2.1828287128575404e-21,1.0804142180448255e-21,8.292490733787599e-23
3.7059318660757166e-21,8.089521385732634e-22,3.6022777554702655e-22,2.6775062435276383e-21,1.9223855617079616e-21,2.7577176060772704e-22
3.983467061157433e-21,3.948122181089097e-22,1.7166831759499352e-21,4.9028267600596784e-21,1.168930112309393e-21,2.3098817103467362e-23
1.5185998653397028e-21,1.046788111692709e-20,3.0067646611483282e-21,5.2656649317862486e-21,2.9524589545834077e-21,6.774777582702059e-21
2.415177304332291e-21,2.980123905431658e-21,1.1472281266189533e-21,4.7343311947359665e-21,1.6278648213733975e-21,1.7962819847383274e-22
2.2800871138525464e-21,4.292231554481308e-22,1.2599331785734265e-21,2.6569656296148905e-21,1.099508089539539e-21,2.1332559169296666e-22
2.3509130702873505e-21,5.9307133494067135e-22,1.1345400314147715e-22,1.899804505448667e-21,1.450781939436086e-22,1.0127435002483747e-21
4.082892125762482e-21,3.550672025494218e-21,2.045974354058193e-21,6.533463466970644e-21,3.309896403573506e-23,3.1129299513051486e-21
7.012841894468406e-21,1.6061491554387653e-21,5.558296257547628e-22,5.530392036729467e-21,1.1790774190874765e-21,2.4648671397607347e-21
2.367180935596282e-21,2.180135877355513e-22,1.4194742022216147e-21,3.2151602026768837e-21,2.6813158199591383e-22,5.222026013070841e-22
